RegionName,ZoneName,WoredaName,EthiopianMonth,EthMonNum,EthYear,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Oromia,East Hararge,Goro Muti,Sene,10,2011,96,75,28,199
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Nehase,12,2010,79,81,11,171
Oromia,Arsi,Munesa,Megabit,7,2010,62,74,33,169
Oromia,West Arsi,Arsi Negele Rural,Hamle,11,2010,9,26,24,59
Oromia,South West Shewa,Woliso Rural,Hedar,3,2011,24,60,95,179
Oromia,Qeleme Wellega,Gawo Qebe,Ginbot,9,2010,85,78,0,163
Oromia,West Arsi,Kore,Tahesas,4,2011,20,56,63,139
Oromia,Finfine Zuria,Walmera,Meskerem,1,2010,27,20,30,77
Oromia,Jimma,Chora Boter,Megabit,7,2009,61,37,84,182
Oromia,Guji,Odo Shakiso,Miyazia,8,2011,84,27,42,153
Oromia,West Arsi,Shashemene Rural,Megabit,7,2011,41,3,41,85
Oromia,East Shewa,Gimbichu,Teqemt,2,2011,35,17,37,89
Oromia,West Hararge,Daro Lebu,Hamle,11,2009,72,33,44,149
Oromia,South West Shewa,Becho,Hedar,3,2010,68,72,57,197
Oromia,West Wellega,Mendi Hospital,Tahesas,4,2010,84,82,83,249
Oromia,West Hararge,Bedesa Town,Miyazia,8,2010,13,56,43,112
Oromia,West Guji,Abaya,Ginbot,9,2009,86,94,2,182
Oromia,East Wellega,Gudeyabila,Tir,5,2010,0,80,70,150
Oromia,Arsi,Hitosa,Tahesas,4,2010,71,73,1,145
Oromia,East Shewa,Gimbichu,Tahesas,4,2010,45,98,42,185
Oromia,Ilu Aba Bora,Yayu,Megabit,7,2009,81,63,54,198
Oromia,East Wellega,Guto Gida,Sene,10,2009,59,73,25,157
Oromia,South West Shewa,Ilu,Hamle,11,2010,95,66,19,180
Oromia,Finfine Zuria,Sebeta Awas,Megabit,7,2011,59,12,7,78
Oromia,Guji,Wadara,Yekatit,6,2009,77,54,72,203
Oromia,East Hararge,Gole Oda,Miyazia,8,2011,70,96,51,217
Oromia,Buno Bedele,Meko,Megabit,7,2009,46,65,29,140
Oromia,West Guji,Abaya,Yekatit,6,2010,51,62,22,135
Oromia,West Shewa,Gedo Hospital,Ginbot,9,2009,48,46,12,106
Oromia,West Arsi,Nensebo,Hamle,11,2010,21,27,4,52
Oromia,Buno Bedele,Bedele Town,Meskerem,1,2011,30,49,68,147
Oromia,Finfine Zuria,Berreh,Hedar,3,2010,86,6,63,155
Oromia,Robe Town,Robe Town,Hedar,3,2010,78,60,42,180
Oromia,Bale,Gasera,Ginbot,9,2009,20,77,52,149
Oromia,Finfine Zuria,Mullo,Tahesas,4,2010,67,63,98,228
Oromia,West Hararge,Gelemso Hospital,Hedar,3,2011,66,57,75,198
Oromia,Ilu Aba Bora,Hurumu,Hedar,3,2011,96,10,84,190
Oromia,Sebeta Town,Sebeta Town,Tir,5,2009,99,73,33,205
Oromia,Buno Bedele,Chora,Nehase,12,2009,40,86,36,162
Oromia,South West Shewa,Woliso Rural,Hedar,3,2010,4,58,54,116
Oromia,Bale,Dawe Serar,Hamle,11,2009,61,39,62,162
Oromia,East Wellega,Kiremu,Hedar,3,2010,92,11,90,193
Oromia,West Shewa,Guder Hosp,Hedar,3,2010,77,73,35,185
Oromia,West Arsi,Wondo,Ginbot,9,2009,92,55,39,186
Oromia,Modjo Town,Modjo Town,Hedar,3,2010,42,80,61,183
Oromia,Guji,Adola Hospital,Megabit,7,2009,22,81,19,122
Oromia,East Hararge,Midega Tole,Hamle,11,2009,18,85,90,193
Oromia,East Wellega,Sibu Sire,Tahesas,4,2011,83,95,48,226
Oromia,East Hararge,Garemuleta Hospital,Sene,10,2011,24,45,16,85
Oromia,Jimma,Shabe,Meskerem,1,2011,90,24,34,148
Oromia,West Arsi,Dodola  Hospital,Megabit,7,2010,42,7,6,55
Oromia,East Hararge,Babile Woreda,Megabit,7,2011,98,99,46,243
Oromia,Buno Bedele,Bedele Town,Miyazia,8,2011,28,39,46,113
Oromia,Arsi,Limuna Bilbilo,Hedar,3,2010,60,0,28,88
Oromia,West Shewa,Gindeberet Hospital,Tahesas,4,2011,1,96,42,139
Oromia,West Wellega,Seyo Nole,Yekatit,6,2010,97,52,89,238
Oromia,Borena,Arero,Tir,5,2010,40,77,40,157
Oromia,Arsi,Shirka,Yekatit,6,2010,96,50,35,181
Oromia,Jimma,Tiro Afeta,Tahesas,4,2011,83,94,18,195
Oromia,West Wellega,Ayira Hospital,Miyazia,8,2010,3,96,78,177
Oromia,West Hararge,West Harerge	Gumbi Bordede,Teqemt,2,2010,58,58,58,174
Oromia,Nekemte Town,Nekemte Town,Teqemt,2,2011,23,16,7,46
Oromia,Arsi,Tena,Ginbot,9,2011,86,42,53,181
Oromia,West Arsi,Gedeb Asasa,Ginbot,9,2010,15,90,69,174
Oromia,West Guji,Gelana,Tir,5,2009,1,67,44,112
Oromia,West Hararge,Meiso,Nehase,12,2010,65,21,33,119
Oromia,Borena,Arero,Tir,5,2010,11,92,25,128
Oromia,West Hararge,Chiro Hospital,Tahesas,4,2011,68,58,42,168
Oromia,Bale,Seweyna,Hedar,3,2010,51,53,70,174
Oromia,West Wellega,Mendi Town,Tahesas,4,2010,86,74,59,219
Oromia,West Guji,Kercha Hospital,Ginbot,9,2011,35,88,23,146
Oromia,East Wellega,Wayu Tuqa,Ginbot,9,2011,41,45,57,143
Oromia,Jimma,Omonada,Meskerem,1,2011,54,98,84,236
Oromia,North Shewa,Were Jarso,Nehase,12,2010,4,80,87,171
Oromia,East Wellega,Gobu Seyo,Hedar,3,2011,22,84,69,175
Oromia,West Shewa,Ambo Hospital,Teqemt,2,2011,59,14,84,157
Oromia,Jimma,Mancho,Teqemt,2,2010,46,26,79,151
Oromia,West Arsi,Arsi Negele Rural,Teqemt,2,2011,61,54,9,124
Oromia,Jimma,Shabe,Hamle,11,2010,62,2,56,120
Oromia,West Wellega,Haru,Sene,10,2009,58,82,92,232
Oromia,Bale,Meda Welabu,Megabit,7,2011,87,36,78,201
Oromia,North Shewa,Kuyu Hospital,Ginbot,9,2010,57,48,36,141
Oromia,Borena,Dhas,Ginbot,9,2010,89,75,74,238
Oromia,West Hararge,Meiso,Tir,5,2011,13,94,10,117
Oromia,Assela Town,Assela Town,Hedar,3,2011,93,37,76,206
Oromia,East Shewa,Batu,Meskerem,1,2010,30,13,28,71
Oromia,Finfine Zuria,Walmera,Ginbot,9,2009,85,71,49,205
Oromia,East Wellega,Wama Hagelo,Hedar,3,2011,86,25,60,171
Oromia,Finfine Zuria,Mullo,Tir,5,2010,64,15,73,152
Oromia,Jimma,Mana,Teqemt,2,2011,45,95,49,189
Oromia,Jimma,Mancho,Yekatit,6,2011,70,37,43,150
Oromia,Jimma,Limu Kosa,Tir,5,2011,32,98,22,152
Oromia,Nekemte Town,Nekemte Town,Teqemt,2,2010,94,7,68,169
Oromia,East Hararge,Haromaya Town,Megabit,7,2009,52,83,11,146
Oromia,Borena,Meyo,Hamle,11,2010,55,85,63,203
Oromia,West Wellega,Gimbi Public  Hospital,Nehase,12,2010,84,47,47,178
Oromia,East Shewa,Bora,Sene,10,2011,14,31,58,103
Oromia,West Shewa,Liban Jawi,Miyazia,8,2009,98,48,54,200
Oromia,West Arsi,Gedeb Asasa,Yekatit,6,2010,90,11,57,158
Oromia,Buno Bedele,Chewaqa,Hedar,3,2011,58,93,44,195
Oromia,Woliso Town,Woliso Town,Hedar,3,2011,65,41,69,175
Oromia,Bale,Seweyna,Nehase,12,2009,6,28,85,119
Oromia,Arsi,Digeluna Tijo,Sene,10,2011,7,16,72,95
Oromia,North Shewa,Fichetown,Meskerem,1,2010,93,1,36,130
Oromia,Buno Bedele,Diga,Ginbot,9,2009,7,45,50,102
Oromia,North Shewa,Hidabu Abote,Nehase,12,2010,94,44,71,209
Oromia,East Hararge,Deder,Teqemt,2,2010,2,40,31,73
Oromia,Ilu Aba Bora,Metu Rural,Teqemt,2,2010,66,67,26,159
Oromia,Assela Town,Assela Town,Sene,10,2010,95,64,91,250
Oromia,West Shewa,Ejersa Lafo,Tahesas,4,2010,21,52,73,146
Oromia,West Hararge,Chiro Hospital,Megabit,7,2009,34,67,86,187
Oromia,East Wellega,Wayu Tuqa,Megabit,7,2009,85,28,30,143
Oromia,Shashamane Town,Shashamane Town,Tir,5,2009,42,94,36,172
Oromia,West Arsi,Adaba,Hamle,11,2009,25,98,14,137
Oromia,Horo Gudru Wellega,Hababo Guduru,Yekatit,6,2009,11,27,35,73
Oromia,South West Shewa,Ameya Hospital,Megabit,7,2011,97,10,89,196
Oromia,West Hararge,Habro,Meskerem,1,2011,22,90,55,167
Oromia,West Hararge,Hawi Gudina,Miyazia,8,2010,81,44,47,172
Oromia,West Shewa,Gindeberet Hospital,Hedar,3,2010,83,92,92,267
Oromia,West Arsi,Arsi Negele Rural,Megabit,7,2010,35,11,65,111
Oromia,Jimma,Setema,Miyazia,8,2009,45,99,32,176
Oromia,Adama Special Town,Adama Town,Ginbot,9,2011,42,11,91,144
Oromia,East Hararge,Deder Town,Yekatit,6,2011,56,38,6,100
Oromia,East Hararge,Kersa Eh,Ginbot,9,2011,9,62,37,108
Oromia,Finfine Zuria,Holeta,Sene,10,2009,5,62,44,111
Oromia,Buno Bedele,Meko,Nehase,12,2009,16,60,9,85
Oromia,Horo Gudru Wellega,Jima Geneti,Tir,5,2009,56,31,47,134
Oromia,West Shewa,Jeldu,Ginbot,9,2010,76,72,33,181
Oromia,Borena,Arero,Nehase,12,2009,20,5,40,65
Oromia,Horo Gudru Wellega,Hababo Guduru,Tir,5,2009,22,23,25,70
Oromia,West Hararge,Burka Dimtu,Miyazia,8,2011,29,27,35,91
Oromia,West Wellega,Nejo Rural,Hedar,3,2010,73,0,38,111
Oromia,Qeleme Wellega,Hawa Gelan,Megabit,7,2009,62,77,34,173
Oromia,Bale,Berbere,Megabit,7,2009,40,2,93,135
Oromia,East Hararge,Jarso,Megabit,7,2011,89,31,13,133
Oromia,North Shewa,Jido,Megabit,7,2010,62,9,92,163
Oromia,Jimma,Sekoru,Ginbot,9,2011,40,61,1,102
Oromia,Qeleme Wellega,Hawa Gelan,Ginbot,9,2011,52,96,97,245
Oromia,Woliso Town,Woliso Town,Teqemt,2,2011,18,36,53,107
Oromia,West Arsi,Dodola Town,Ginbot,9,2010,74,59,73,206
Oromia,East Shewa,Fentale,Megabit,7,2009,84,93,33,210
Oromia,Guji,Anna Sora,Nehase,12,2010,18,80,64,162
Oromia,Jimma,Sekoru,Yekatit,6,2011,16,36,92,144
Oromia,South West Shewa,Ameya,Tir,5,2010,22,63,78,163
Oromia,West Wellega,Gimbi Adventist Hospital,Ginbot,9,2010,66,72,65,203
Oromia,Jimma,Shabe,Megabit,7,2009,13,98,69,180
Oromia,North Shewa,Debre Libanos,Hedar,3,2011,24,76,86,186
Oromia,Horo Gudru Wellega,Amuru,Tir,5,2011,87,57,42,186
Oromia,Bale,Agarfa,Ginbot,9,2009,27,38,28,93
Oromia,West Wellega,Mene Sibu,Teqemt,2,2010,39,85,50,174
Oromia,Qeleme Wellega,Seyo,Megabit,7,2010,34,3,0,37
Oromia,Ilu Aba Bora,Becho,Tir,5,2009,50,36,82,168
Oromia,West Arsi,Gambo Hospital,Hamle,11,2009,65,74,17,156
Oromia,West Hararge,Mesela,Teqemt,2,2011,29,82,35,146
Oromia,Ilu Aba Bora,Halu,Hedar,3,2011,67,60,19,146
Oromia,West Shewa,Dano,Miyazia,8,2010,36,76,5,117
Oromia,East Wellega,Limu,Meskerem,1,2010,94,55,25,174
Oromia,South West Shewa,Dawo,Ginbot,9,2009,17,97,45,159
Oromia,West Arsi,Dodola  Hospital,Nehase,12,2010,65,68,48,181
Oromia,East Wellega,Sasiga,Meskerem,1,2011,82,83,25,190
Oromia,Guji,Bore,Hedar,3,2011,37,63,72,172
Oromia,West Guji,Abaya,Tahesas,4,2011,19,82,53,154
Oromia,Finfine Zuria,Sandefa,Sene,10,2010,38,14,18,70
Oromia,Arsi,Shenan Kolu,Hamle,11,2009,90,4,65,159
Oromia,Ilu Aba Bora,Halu,Tir,5,2009,48,3,93,144
Oromia,Qeleme Wellega,Dambi Dollo,Hamle,11,2010,81,70,93,244
Oromia,Arsi,Jeju,Sene,10,2011,70,54,53,177
Oromia,Borena,Dire,Yekatit,6,2009,80,79,20,179
Oromia,West Guji,Hanbala,Tir,5,2010,8,10,65,83
Oromia,East Wellega,Boneya Bushe,Tir,5,2010,4,30,2,36
Oromia,Modjo Town,Modjo Town,Megabit,7,2011,51,89,16,156
Oromia,Arsi,Bekoji Town,Sene,10,2010,60,86,19,165
Oromia,Ilu Aba Bora,Doreni,Meskerem,1,2010,18,90,39,147
Oromia,Assela Town,Assela Town,Hamle,11,2009,68,29,7,104
Oromia,Buno Bedele,Meko,Teqemt,2,2010,73,6,62,141
Oromia,Jimma,B/Tolyi,Hedar,3,2011,73,65,47,185
Oromia,East Wellega,Sasiga,Tir,5,2011,71,37,47,155
Oromia,Buno Bedele,Chora,Miyazia,8,2010,30,94,88,212
Oromia,East Hararge,Bedeno,Sene,10,2011,22,19,5,46
Oromia,North Shewa,Jido,Ginbot,9,2011,60,52,89,201
Oromia,Borena,Dhas,Miyazia,8,2010,72,19,25,116
Oromia,Qeleme Wellega,Anfilo,Ginbot,9,2011,22,56,34,112
Oromia,Buno Bedele,Meko,Sene,10,2009,88,31,58,177
Oromia,Borena,Moyale Hospital,Tahesas,4,2011,65,86,69,220
Oromia,Borena,Dire,Nehase,12,2010,11,47,11,69
Oromia,Finfine Zuria,Walmera,Nehase,12,2010,84,38,9,131
Oromia,Guji,Wadara,Yekatit,6,2011,32,41,94,167
Oromia,Buno Bedele,Gechi,Meskerem,1,2011,72,65,49,186
Oromia,West Hararge,Meiso,Tahesas,4,2011,70,62,86,218
Oromia,Jimma,Limu Kosa,Hedar,3,2011,13,29,94,136
Oromia,Arsi,Bale Gesgara,Hedar,3,2011,54,78,69,201
Oromia,Buno Bedele,Boricha,Teqemt,2,2011,44,84,0,128
Oromia,Bishoftu Town,Bishoftu Town,Hamle,11,2009,49,10,14,73
Oromia,West Shewa,Ilu Galan,Tahesas,4,2011,85,94,37,216
Oromia,West Wellega,Nejo Hospital,Miyazia,8,2009,51,96,61,208
Oromia,West Wellega,Boji Cheqorsa,Sene,10,2011,98,66,41,205
Oromia,Adama Special Town,Adama Town,Yekatit,6,2009,55,14,92,161
Oromia,Modjo Town,Modjo Town,Hedar,3,2010,41,34,66,141
Oromia,East Wellega,Gobu Seyo,Megabit,7,2010,11,13,99,123
Oromia,West Hararge,Guba Qoricha,Tir,5,2010,77,95,15,187
Oromia,Assela Town,Assela Town,Hamle,11,2010,33,46,84,163
Oromia,North Shewa,Kimbibit,Hamle,11,2010,83,20,98,201
Oromia,Jimma,Omonada,Megabit,7,2011,51,25,91,167
Oromia,North Shewa,Dera Hospital,Tir,5,2011,90,19,54,163
Oromia,South West Shewa,Dawo,Ginbot,9,2011,44,32,75,151
Oromia,West Arsi,Gambo Hospital,Megabit,7,2010,35,94,59,188
Oromia,Buno Bedele,Diga,Miyazia,8,2010,81,73,17,171
Oromia,Arsi,Digeluna Tijo,Tir,5,2011,14,71,36,121
Oromia,Jimma,Omo Nada Hospital,Tir,5,2011,29,23,65,117
Oromia,East Shewa,Adama,Hedar,3,2011,59,47,77,183
Oromia,West Guji,Kercha Hospital,Hamle,11,2010,80,69,73,222
Oromia,Finfine Zuria,Holeta,Nehase,12,2009,40,41,9,90
Oromia,West Hararge,Gelemso Hospital,Tir,5,2010,28,82,67,177
Oromia,Bale,Dinsho,Tir,5,2010,61,17,12,90
Oromia,West Shewa,Gojo Hospital,Tir,5,2010,90,30,30,150
Oromia,Guji,Bore,Ginbot,9,2011,48,15,73,136
Oromia,Finfine Zuria,Mullo,Megabit,7,2009,21,39,88,148
Oromia,West Arsi,Dodola Town,Sene,10,2009,45,50,94,189
Oromia,West Hararge,Bedesa Town,Tir,5,2011,47,80,87,214
Oromia,West Hararge,Boke,Teqemt,2,2011,9,34,88,131
Oromia,Jimma,Gera,Tir,5,2009,78,25,43,146
Oromia,West Shewa,Nono,Ginbot,9,2011,22,41,75,138
Oromia,Finfine Zuria,Sebeta Awas,Megabit,7,2010,35,64,79,178
Oromia,West Wellega,Mendi Town,Nehase,12,2009,58,70,67,195
Oromia,Arsi,Bale Gesgara,Sene,10,2011,87,76,37,200
Oromia,West Arsi,Bishan Guracha Town,Miyazia,8,2010,8,16,43,67
Oromia,Nekemte Town,Nekemte Town,Yekatit,6,2011,75,16,31,122
Oromia,Buno Bedele,Dapho Hana,Hedar,3,2010,80,65,70,215
Oromia,North Shewa,Kimbibit,Hamle,11,2010,39,43,88,170
Oromia,Finfine Zuria,Mullo,Teqemt,2,2010,74,39,32,145
Oromia,East Hararge,Meyu Muleke,Ginbot,9,2011,89,2,56,147
Oromia,West Wellega,Begi Hospital,Teqemt,2,2010,76,99,11,186
Oromia,Qeleme Wellega,Gidami,Tir,5,2009,32,96,32,160
Oromia,West Wellega,Homa,Yekatit,6,2010,10,53,17,80
Oromia,West Shewa,Nono,Tahesas,4,2010,22,1,62,85
Oromia,Arsi,Robe,Teqemt,2,2011,88,29,4,121
Oromia,South West Shewa,Tulu Bolo Hospital,Hedar,3,2010,22,90,95,207
Oromia,East Hararge,Deder Hospital,Hedar,3,2010,62,12,25,99
Oromia,East Wellega,Guto Gida,Nehase,12,2010,24,80,9,113
Oromia,East Wellega,Gobu Seyo,Ginbot,9,2011,92,71,53,216
Oromia,West Hararge,Guba Qoricha,Tir,5,2011,7,76,48,131
Oromia,West Shewa,Nono,Ginbot,9,2010,5,23,54,82
Oromia,Buno Bedele,Meko,Miyazia,8,2011,52,75,1,128
Oromia,East Wellega,Boneya Bushe,Meskerem,1,2010,9,46,10,65
Oromia,Guji,Adola Town,Yekatit,6,2010,36,70,60,166
Oromia,Jimma,Mancho,Ginbot,9,2010,65,35,28,128
Oromia,Bale,Agarfa,Hedar,3,2011,98,49,45,192
Oromia,Assela Town,Assela Town,Nehase,12,2010,79,44,1,124
Oromia,West Hararge,Doba,Yekatit,6,2011,23,33,74,130
Oromia,Shashamane Town,Shashamane Town,Miyazia,8,2010,98,54,77,229
Oromia,Buno Bedele,Boricha,Nehase,12,2009,50,40,69,159
Oromia,East Shewa,Boset,Ginbot,9,2011,88,47,43,178
Oromia,Guji,Adola Reda,Ginbot,9,2011,83,89,37,209
Oromia,West Shewa,Bako Tibe,Ginbot,9,2010,23,23,84,130
Oromia,South West Shewa,Becho,Miyazia,8,2009,90,17,35,142
Oromia,East Shewa,Adama,Tahesas,4,2010,10,38,10,58
Oromia,Guji,Girja,Tahesas,4,2011,67,99,4,170
Oromia,East Wellega,Diga,Megabit,7,2009,24,72,63,159
Oromia,Qeleme Wellega,Dale Sedi,Yekatit,6,2010,63,63,41,167
Oromia,West Shewa,Gojo Hospital,Teqemt,2,2010,42,13,98,153
Oromia,East Shewa,Matahara,Hamle,11,2009,20,4,67,91
Oromia,West Wellega,Mendi Town,Yekatit,6,2010,16,46,46,108
Oromia,Shashamane Town,Shashamane Town,Nehase,12,2010,60,41,35,136
Oromia,West Wellega,Gimbi Public  Hospital,Hamle,11,2009,42,79,9,130
Oromia,Gelan Town,Gelan Town,Teqemt,2,2011,71,92,53,216
Oromia,West Hararge,Meiso,Teqemt,2,2010,36,77,58,171
Oromia,South West Shewa,Seden Sodo,Hedar,3,2010,64,69,94,227
Oromia,Arsi,Shenan Kolu,Hamle,11,2010,44,74,4,122
Oromia,Arsi,Zeway Dugda,Miyazia,8,2011,51,15,87,153
Oromia,Jimma,Omo Nada Hospital,Tahesas,4,2011,57,53,84,194
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Megabit,7,2011,92,12,18,122
Oromia,Guji,Liben,Teqemt,2,2011,80,69,13,162
Oromia,East Wellega,Sasiga,Miyazia,8,2011,38,61,48,147
Oromia,East Wellega,Haro Limu,Nehase,12,2009,67,48,94,209
Oromia,North Shewa,Degem,Yekatit,6,2011,63,22,13,98
Oromia,East Shewa,Fentale,Ginbot,9,2010,1,98,15,114
Oromia,Ambo Town,Ambo Town,Yekatit,6,2011,75,80,9,164
Oromia,East Shewa,Gimbichu,Hamle,11,2010,33,32,1,66
Oromia,Qeleme Wellega,Sedan Chanka,Megabit,7,2011,34,84,93,211
Oromia,West Guji,Bule Hora Toun,Yekatit,6,2011,86,68,55,209
Oromia,South West Shewa,Ameya,Tahesas,4,2011,96,65,3,164
Oromia,Guji,Adola Reda,Meskerem,1,2010,44,22,51,117
Oromia,West Shewa,Jibat,Meskerem,1,2010,60,42,45,147
Oromia,Bale,Gololcha,Ginbot,9,2011,83,95,46,224
Oromia,Arsi,Enkelo Wabe,Nehase,12,2009,87,19,96,202
Oromia,Nekemte Town,Nekemte Town,Sene,10,2011,43,58,34,135
Oromia,East Hararge,Deder,Hedar,3,2011,80,26,59,165
Oromia,North Shewa,Yaya Gulele,Tir,5,2009,75,44,15,134
Oromia,West Arsi,Shashemene Rural,Meskerem,1,2010,41,24,80,145
Oromia,West Guji,Biebirsa Kojowa,Sene,10,2011,55,44,71,170
Oromia,North Shewa,Girar Jarso,Hamle,11,2009,92,34,8,134
Oromia,West Arsi,Loke Hada Hospital,Nehase,12,2010,65,48,12,125
Oromia,West Arsi,Hebal Arsi,Sene,10,2010,0,59,55,114
Oromia,North Shewa,Fichetown,Nehase,12,2009,36,76,66,178
Oromia,Qeleme Wellega,Sedan Chanka,Ginbot,9,2011,67,67,51,185
Oromia,West Guji,Dugda Dawa,Sene,10,2009,4,70,86,160
Oromia,Buno Bedele,Chora,Tir,5,2011,20,3,1,24
Oromia,Sululta Town,Sululta Town,Sene,10,2009,0,25,59,84
Oromia,East Shewa,Batu,Nehase,12,2009,48,9,42,99
Oromia,Borena,Dilo,Meskerem,1,2010,54,36,76,166
Oromia,West Arsi,Dodola  Hospital,Hamle,11,2010,22,12,44,78
Oromia,East Hararge,Fedis,Hamle,11,2010,17,15,73,105
Oromia,West Wellega,Gimbi Adventist Hospital,Miyazia,8,2010,17,2,11,30
Oromia,East Hararge,Goro Muti,Tir,5,2011,29,88,58,175
Oromia,East Hararge,Babile Woreda,Nehase,12,2009,38,0,47,85
Oromia,West Wellega,Boji Cheqorsa,Hedar,3,2010,84,41,11,136
Oromia,Buno Bedele,Diga,Tir,5,2009,58,90,39,187
Oromia,Jimma,Sigmo,Hedar,3,2011,9,43,13,65
Oromia,East Shewa,Matahara,Tahesas,4,2010,56,62,99,217
Oromia,West Wellega,Gimbi Public  Hospital,Hedar,3,2011,72,27,92,191
Oromia,North Shewa,Fichetown,Megabit,7,2009,17,14,24,55
Oromia,West Guji,Mkelka Soda,Hamle,11,2010,12,24,5,41
Oromia,Ilu Aba Bora,Ale,Sene,10,2010,61,31,86,178
Oromia,Arsi,Shirka,Megabit,7,2011,45,43,44,132
Oromia,West Hararge,Tulo,Miyazia,8,2010,77,56,85,218
Oromia,West Wellega,Mendi Hospital,Megabit,7,2010,87,98,82,267
Oromia,West Shewa,Bako Tibe,Tahesas,4,2011,61,91,73,225
Oromia,West Hararge,Habro,Tahesas,4,2010,28,47,1,76
Oromia,West Shewa,Bako Tibe,Hamle,11,2010,97,55,17,169
Oromia,Buno Bedele,Chora,Megabit,7,2009,94,99,58,251
Oromia,Guji,Adola Town,Sene,10,2009,43,87,91,221
Oromia,West Shewa,Bako Tibe,Miyazia,8,2009,57,72,23,152
Oromia,South West Shewa,Tulu Bolo Hospital,Teqemt,2,2010,31,18,73,122
Oromia,Finfine Zuria,Sandefa,Tahesas,4,2011,45,90,40,175
Oromia,Ilu Aba Bora,Doreni,Teqemt,2,2011,31,27,82,140
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Miyazia,8,2009,68,71,2,141
Oromia,Jimma,Limu Seka,Miyazia,8,2010,40,69,89,198
Oromia,Jimma,Mana,Yekatit,6,2009,32,12,97,141
Oromia,West Shewa,Jibat,Teqemt,2,2010,71,57,27,155
Oromia,West Arsi,Siraro,Tir,5,2011,14,34,20,68
Oromia,West Wellega,Boji Cheqorsa,Teqemt,2,2011,28,72,43,143
Oromia,Horo Gudru Wellega,Shambu Hospital,Nehase,12,2010,3,50,24,77
Oromia,Arsi,Seru,Megabit,7,2010,27,63,52,142
Oromia,South West Shewa,Becho,Tir,5,2011,73,18,98,189
Oromia,West Guji,Suro Barguda,Megabit,7,2011,43,93,36,172
Oromia,Jimma,Mancho,Ginbot,9,2011,44,16,17,77
Oromia,West Wellega,Mendi Hospital,Meskerem,1,2011,12,29,13,54
Oromia,West Wellega,Genji,Hamle,11,2010,22,35,63,120
Oromia,West Wellega,Boji Cheqorsa,Nehase,12,2009,28,71,14,113
Oromia,Borena,Guchi,Sene,10,2009,91,19,80,190
Oromia,East Hararge,Melka Belo,Hedar,3,2010,87,91,12,190
Oromia,Horo Gudru Wellega,Jima Rare,Hedar,3,2011,64,68,47,179
Oromia,Jimma,Gomma,Tir,5,2010,25,73,22,120
Oromia,West Guji,Mkelka Soda,Ginbot,9,2010,76,79,91,246
Oromia,Arsi,Dodota,Hamle,11,2009,58,21,55,134
Oromia,Jimma Spe Town,Jimma Spe Town,Megabit,7,2010,90,75,0,165
Oromia,Bale,Gololcha,Miyazia,8,2011,99,76,60,235
Oromia,East Shewa,Boset,Ginbot,9,2011,35,13,64,112
Oromia,West Shewa,Gojo Hospital,Meskerem,1,2010,56,12,35,103
Oromia,West Arsi,Wondo,Hamle,11,2009,36,50,99,185
Oromia,West Hararge,Doba,Meskerem,1,2011,40,83,51,174
Oromia,Finfine Zuria,Berreh,Nehase,12,2010,32,22,89,143
Oromia,Arsi,Enkelo Wabe,Sene,10,2009,66,32,77,175
Oromia,Robe Town,Robe Town,Hamle,11,2010,35,85,27,147
Oromia,Bale,Arena Buluq,Yekatit,6,2009,83,35,16,134
Oromia,Shashamane Town,Shashamane Town,Yekatit,6,2011,15,44,20,79
Oromia,East Hararge,Meta,Yekatit,6,2009,10,5,53,68
Oromia,Qeleme Wellega,Yemalogi Wolel,Tir,5,2010,77,91,88,256
Oromia,West Guji,Bule Hora,Tahesas,4,2010,98,64,33,195
Oromia,Borena,Dhas,Yekatit,6,2010,23,42,63,128
Oromia,Guji,Anna Sora,Miyazia,8,2011,31,8,74,113
Oromia,Qeleme Wellega,Sedan Chanka,Megabit,7,2011,13,59,94,166
Oromia,Ilu Aba Bora,Yayu,Tahesas,4,2011,72,36,95,203
Oromia,Arsi,Deksis,Nehase,12,2010,70,76,12,158
Oromia,Arsi,Tena,Nehase,12,2009,1,14,95,110
Oromia,West Hararge,Anchar,Megabit,7,2010,31,39,71,141
Oromia,Bale,Meda Welabu,Megabit,7,2009,87,28,29,144
Oromia,East Shewa,Lomme,Megabit,7,2009,34,33,40,107
Oromia,West Guji,Mkelka Soda,Hedar,3,2011,63,30,41,134
Oromia,Guji,Uraga,Miyazia,8,2011,98,23,0,121
Oromia,Bale,Dawe Qachen,Miyazia,8,2009,23,99,21,143
Oromia,South West Shewa,St.Luke Hospital,Tir,5,2011,54,9,86,149
Oromia,Arsi,Sire,Hamle,11,2010,90,6,71,167
Oromia,Borena,El Way,Sene,10,2009,92,19,35,146
Oromia,Bale,Goba Town,Megabit,7,2009,89,84,19,192
Oromia,South West Shewa,Seden Sodo,Teqemt,2,2010,59,18,43,120
Oromia,Jimma,Agaro Hospital,Hamle,11,2010,19,63,88,170
Oromia,Jimma,Gomma,Ginbot,9,2009,34,25,42,101
Oromia,Jimma,Dedo,Hedar,3,2011,17,74,28,119
Oromia,Bale,Meda Welabu,Tahesas,4,2011,32,40,53,125
